locationID,created,waterLevel
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:50:02+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:45:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:40:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:35:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:30:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:25:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:20:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:15:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:10:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:05:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:00:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T00:55:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T00:50:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T00:45:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T00:40:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T00:35:01+09:00,74
